weight,transportation_type,zone,service_type,price
47 lbs,air,6,FedEx First Overnight,500.89
48 lbs,air,6,FedEx First Overnight,501.11
49 lbs,air,6,FedEx First Overnight,501.31
50 lbs,air,6,FedEx First Overnight,503.34
51 lbs,air,6,FedEx First Overnight,543.94
52 lbs,air,6,FedEx First Overnight,562.78
53 lbs,air,6,FedEx First Overnight,564.67
54 lbs,air,6,FedEx First Overnight,565.21
55 lbs,air,6,FedEx First Overnight,566.53
56 lbs,air,6,FedEx First Overnight,581.24
57 lbs,air,6,FedEx First Overnight,583.76
58 lbs,air,6,FedEx First Overnight,595.06
59 lbs,air,6,FedEx First Overnight,596.21
60 lbs,air,6,FedEx First Overnight,597.36
61 lbs,air,6,FedEx First Overnight,620.3
62 lbs,air,6,FedEx First Overnight,622.71
63 lbs,air,6,FedEx First Overnight,625.44
64 lbs,air,6,FedEx First Overnight,643.85
65 lbs,air,6,FedEx First Overnight,647.7
66 lbs,air,6,FedEx First Overnight,666.6
67 lbs,air,6,FedEx First Overnight,668.49
68 lbs,air,6,FedEx First Overnight,669.06
69 lbs,air,6,FedEx First Overnight,670.09
70 lbs,air,6,FedEx First Overnight,670.63
71 lbs,air,6,FedEx First Overnight,671.82
72 lbs,air,6,FedEx First Overnight,693.3
73 lbs,air,6,FedEx First Overnight,695.46
74 lbs,air,6,FedEx First Overnight,696.0
75 lbs,air,6,FedEx First Overnight,697.07
76 lbs,air,6,FedEx First Overnight,702.76
77 lbs,air,6,FedEx First Overnight,729.95
78 lbs,air,6,FedEx First Overnight,745.54
79 lbs,air,6,FedEx First Overnight,747.11
80 lbs,air,6,FedEx First Overnight,749.56
81 lbs,air,6,FedEx First Overnight,798.55
82 lbs,air,6,FedEx First Overnight,803.45
83 lbs,air,6,FedEx First Overnight,804.52
84 lbs,air,6,FedEx First Overnight,805.62
85 lbs,air,6,FedEx First Overnight,806.66
86 lbs,air,6,FedEx First Overnight,808.11
87 lbs,air,6,FedEx First Overnight,811.59
88 lbs,air,6,FedEx First Overnight,813.58
89 lbs,air,6,FedEx First Overnight,853.3
90 lbs,air,6,FedEx First Overnight,863.59
91 lbs,air,6,FedEx First Overnight,864.63
92 lbs,air,6,FedEx First Overnight,865.67
93 lbs,air,6,FedEx First Overnight,866.7
94 lbs,air,6,FedEx First Overnight,867.73
95 lbs,air,6,FedEx First Overnight,868.81
96 lbs,air,6,FedEx First Overnight,875.0
97 lbs,air,6,FedEx First Overnight,883.43
98 lbs,air,6,FedEx First Overnight,888.57
99 lbs,air,6,FedEx First Overnight,921.68
100 lbs,air,6,FedEx First Overnight,925.0
101 lbs,air,6,FedEx First Overnight,934.25
102 lbs,air,6,FedEx First Overnight,943.5
103 lbs,air,6,FedEx First Overnight,952.75
104 lbs,air,6,FedEx First Overnight,962.0
105 lbs,air,6,FedEx First Overnight,971.25
106 lbs,air,6,FedEx First Overnight,980.5
107 lbs,air,6,FedEx First Overnight,989.75
108 lbs,air,6,FedEx First Overnight,999.0
2 lbs,air,7,FedEx First Overnight,141.68
3 lbs,air,7,FedEx First Overnight,159.81
4 lbs,air,7,FedEx First Overnight,170.9
5 lbs,air,7,FedEx First Overnight,172.84
6 lbs,air,7,FedEx First Overnight,193.69
7 lbs,air,7,FedEx First Overnight,200.81
8 lbs,air,7,FedEx First Overnight,210.84
9 lbs,air,7,FedEx First Overnight,211.85
10 lbs,air,7,FedEx First Overnight,213.6
11 lbs,air,7,FedEx First Overnight,248.53
12 lbs,air,7,FedEx First Overnight,253.1
13 lbs,air,7,FedEx First Overnight,272.81
14 lbs,air,7,FedEx First Overnight,274.79
15 lbs,air,7,FedEx First Overnight,276.05
16 lbs,air,7,FedEx First Overnight,300.84
17 lbs,air,7,FedEx First Overnight,303.32
18 lbs,air,7,FedEx First Overnight,303.58
19 lbs,air,7,FedEx First Overnight,303.83
20 lbs,air,7,FedEx First Overnight,304.63
21 lbs,air,7,FedEx First Overnight,320.29
22 lbs,air,7,FedEx First Overnight,334.57
23 lbs,air,7,FedEx First Overnight,351.17
24 lbs,air,7,FedEx First Overnight,357.63
25 lbs,air,7,FedEx First Overnight,358.47
26 lbs,air,7,FedEx First Overnight,366.66
27 lbs,air,7,FedEx First Overnight,368.9
28 lbs,air,7,FedEx First Overnight,382.52
29 lbs,air,7,FedEx First Overnight,392.64
30 lbs,air,7,FedEx First Overnight,394.2
31 lbs,air,7,FedEx First Overnight,406.63
32 lbs,air,7,FedEx First Overnight,408.44
33 lbs,air,7,FedEx First Overnight,430.63
34 lbs,air,7,FedEx First Overnight,439.07
35 lbs,air,7,FedEx First Overnight,442.88
36 lbs,air,7,FedEx First Overnight,448.93
37 lbs,air,7,FedEx First Overnight,462.69
38 lbs,air,7,FedEx First Overnight,464.08
39 lbs,air,7,FedEx First Overnight,464.88
40 lbs,air,7,FedEx First Overnight,476.08
41 lbs,air,7,FedEx First Overnight,482.39
42 lbs,air,7,FedEx First Overnight,484.08
43 lbs,air,7,FedEx First Overnight,506.16
44 lbs,air,7,FedEx First Overnight,513.87
45 lbs,air,7,FedEx First Overnight,521.69
46 lbs,air,7,FedEx First Overnight,527.28
47 lbs,air,7,FedEx First Overnight,528.73
48 lbs,air,7,FedEx First Overnight,537.79
49 lbs,air,7,FedEx First Overnight,538.7
50 lbs,air,7,FedEx First Overnight,540.79
51 lbs,air,7,FedEx First Overnight,582.56
52 lbs,air,7,FedEx First Overnight,607.68
53 lbs,air,7,FedEx First Overnight,624.5
54 lbs,air,7,FedEx First Overnight,626.19
55 lbs,air,7,FedEx First Overnight,637.13
56 lbs,air,7,FedEx First Overnight,638.23
57 lbs,air,7,FedEx First Overnight,639.02
58 lbs,air,7,FedEx First Overnight,640.67
59 lbs,air,7,FedEx First Overnight,642.37
60 lbs,air,7,FedEx First Overnight,676.23
61 lbs,air,7,FedEx First Overnight,696.4
62 lbs,air,7,FedEx First Overnight,705.92
63 lbs,air,7,FedEx First Overnight,715.53
64 lbs,air,7,FedEx First Overnight,727.91
65 lbs,air,7,FedEx First Overnight,738.7
66 lbs,air,7,FedEx First Overnight,739.8
67 lbs,air,7,FedEx First Overnight,740.32
68 lbs,air,7,FedEx First Overnight,740.83
69 lbs,air,7,FedEx First Overnight,741.34
70 lbs,air,7,FedEx First Overnight,742.85
71 lbs,air,7,FedEx First Overnight,772.91
72 lbs,air,7,FedEx First Overnight,805.2
73 lbs,air,7,FedEx First Overnight,808.44
74 lbs,air,7,FedEx First Overnight,808.95
75 lbs,air,7,FedEx First Overnight,810.0
76 lbs,air,7,FedEx First Overnight,830.56
77 lbs,air,7,FedEx First Overnight,832.64
78 lbs,air,7,FedEx First Overnight,833.68
79 lbs,air,7,FedEx First Overnight,836.01
80 lbs,air,7,FedEx First Overnight,837.65
81 lbs,air,7,FedEx First Overnight,870.27
82 lbs,air,7,FedEx First Overnight,873.54
83 lbs,air,7,FedEx First Overnight,874.63
84 lbs,air,7,FedEx First Overnight,891.85
85 lbs,air,7,FedEx First Overnight,893.59
86 lbs,air,7,FedEx First Overnight,894.63
87 lbs,air,7,FedEx First Overnight,895.95
88 lbs,air,7,FedEx First Overnight,899.25
89 lbs,air,7,FedEx First Overnight,965.16
2 lbs,air,8,FedEx First Overnight,153.02
3 lbs,air,8,FedEx First Overnight,164.39
4 lbs,air,8,FedEx First Overnight,176.16
5 lbs,air,8,FedEx First Overnight,177.36
6 lbs,air,8,FedEx First Overnight,200.69
7 lbs,air,8,FedEx First Overnight,212.3
8 lbs,air,8,FedEx First Overnight,217.94
9 lbs,air,8,FedEx First Overnight,218.52
10 lbs,air,8,FedEx First Overnight,220.17
11 lbs,air,8,FedEx First Overnight,252.89
12 lbs,air,8,FedEx First Overnight,257.56
13 lbs,air,8,FedEx First Overnight,277.66
14 lbs,air,8,FedEx First Overnight,279.68
15 lbs,air,8,FedEx First Overnight,280.96
16 lbs,air,8,FedEx First Overnight,306.24
17 lbs,air,8,FedEx First Overnight,308.78
18 lbs,air,8,FedEx First Overnight,309.04
19 lbs,air,8,FedEx First Overnight,309.29
20 lbs,air,8,FedEx First Overnight,310.68
21 lbs,air,8,FedEx First Overnight,338.16
22 lbs,air,8,FedEx First Overnight,348.58
23 lbs,air,8,FedEx First Overnight,357.59
24 lbs,air,8,FedEx First Overnight,364.17
25 lbs,air,8,FedEx First Overnight,365.02
26 lbs,air,8,FedEx First Overnight,381.67
27 lbs,air,8,FedEx First Overnight,391.24
28 lbs,air,8,FedEx First Overnight,406.44
29 lbs,air,8,FedEx First Overnight,408.41
30 lbs,air,8,FedEx First Overnight,409.13
31 lbs,air,8,FedEx First Overnight,416.93
32 lbs,air,8,FedEx First Overnight,429.51
33 lbs,air,8,FedEx First Overnight,445.38
34 lbs,air,8,FedEx First Overnight,447.25
35 lbs,air,8,FedEx First Overnight,451.12
36 lbs,air,8,FedEx First Overnight,460.04
37 lbs,air,8,FedEx First Overnight,474.6
38 lbs,air,8,FedEx First Overnight,476.07
39 lbs,air,8,FedEx First Overnight,477.41
40 lbs,air,8,FedEx First Overnight,484.99
41 lbs,air,8,FedEx First Overnight,497.98
42 lbs,air,8,FedEx First Overnight,515.16
43 lbs,air,8,FedEx First Overnight,529.22
44 lbs,air,8,FedEx First Overnight,544.02
45 lbs,air,8,FedEx First Overnight,545.51
46 lbs,air,8,FedEx First Overnight,565.42
47 lbs,air,8,FedEx First Overnight,567.42
48 lbs,air,8,FedEx First Overnight,567.74
49 lbs,air,8,FedEx First Overnight,568.0
50 lbs,air,8,FedEx First Overnight,569.55
51 lbs,air,8,FedEx First Overnight,593.62
52 lbs,air,8,FedEx First Overnight,633.52
53 lbs,air,8,FedEx First Overnight,637.51
54 lbs,air,8,FedEx First Overnight,638.1
55 lbs,air,8,FedEx First Overnight,649.53
56 lbs,air,8,FedEx First Overnight,650.68
57 lbs,air,8,FedEx First Overnight,651.19
58 lbs,air,8,FedEx First Overnight,652.87
59 lbs,air,8,FedEx First Overnight,685.85
60 lbs,air,8,FedEx First Overnight,689.15
61 lbs,air,8,FedEx First Overnight,709.73
62 lbs,air,8,FedEx First Overnight,726.06
63 lbs,air,8,FedEx First Overnight,729.23
64 lbs,air,8,FedEx First Overnight,755.08
65 lbs,air,8,FedEx First Overnight,763.22
66 lbs,air,8,FedEx First Overnight,764.73
67 lbs,air,8,FedEx First Overnight,765.24
68 lbs,air,8,FedEx First Overnight,769.5
69 lbs,air,8,FedEx First Overnight,783.6
70 lbs,air,8,FedEx First Overnight,785.03
71 lbs,air,8,FedEx First Overnight,787.77
72 lbs,air,8,FedEx First Overnight,842.32
73 lbs,air,8,FedEx First Overnight,847.79
74 lbs,air,8,FedEx First Overnight,848.38
75 lbs,air,8,FedEx First Overnight,849.41
76 lbs,air,8,FedEx First Overnight,850.21
77 lbs,air,8,FedEx First Overnight,851.01
78 lbs,air,8,FedEx First Overnight,851.81
79 lbs,air,8,FedEx First Overnight,852.61
80 lbs,air,8,FedEx First Overnight,854.26
81 lbs,air,8,FedEx First Overnight,887.11
82 lbs,air,8,FedEx First Overnight,890.4
83 lbs,air,8,FedEx First Overnight,891.51
84 lbs,air,8,FedEx First Overnight,909.11
85 lbs,air,8,FedEx First Overnight,910.88
86 lbs,air,8,FedEx First Overnight,911.92
87 lbs,air,8,FedEx First Overnight,913.26
88 lbs,air,8,FedEx First Overnight,917.61
1 lbs,air,2,FedEx Priority Overnight,42.31
2 lbs,air,2,FedEx Priority Overnight,42.87
3 lbs,air,2,FedEx Priority Overnight,46.77
4 lbs,air,2,FedEx Priority Overnight,51.02
5 lbs,air,2,FedEx Priority Overnight,51.45
6 lbs,air,2,FedEx Priority Overnight,58.98
7 lbs,air,2,FedEx Priority Overnight,59.74
8 lbs,air,2,FedEx Priority Overnight,60.0
9 lbs,air,2,FedEx Priority Overnight,60.27
10 lbs,air,2,FedEx Priority Overnight,60.81
11 lbs,air,2,FedEx Priority Overnight,71.44
12 lbs,air,2,FedEx Priority Overnight,73.12
13 lbs,air,2,FedEx Priority Overnight,73.39
14 lbs,air,2,FedEx Priority Overnight,74.89
15 lbs,air,2,FedEx Priority Overnight,75.16
16 lbs,air,2,FedEx Priority Overnight,80.04
17 lbs,air,2,FedEx Priority Overnight,84.64
18 lbs,air,2,FedEx Priority Overnight,85.32
19 lbs,air,2,FedEx Priority Overnight,85.87
20 lbs,air,2,FedEx Priority Overnight,86.31
21 lbs,air,2,FedEx Priority Overnight,90.08
22 lbs,air,2,FedEx Priority Overnight,94.22
23 lbs,air,2,FedEx Priority Overnight,94.74
24 lbs,air,2,FedEx Priority Overnight,97.25
25 lbs,air,2,FedEx Priority Overnight,97.75
26 lbs,air,2,FedEx Priority Overnight,103.75
27 lbs,air,2,FedEx Priority Overnight,104.36
28 lbs,air,2,FedEx Priority Overnight,106.54
29 lbs,air,2,FedEx Priority Overnight,107.08
30 lbs,air,2,FedEx Priority Overnight,107.57
31 lbs,air,2,FedEx Priority Overnight,111.67
32 lbs,air,2,FedEx Priority Overnight,114.85
33 lbs,air,2,FedEx Priority Overnight,117.6
34 lbs,air,2,FedEx Priority Overnight,120.12
35 lbs,air,2,FedEx Priority Overnight,122.69
36 lbs,air,2,FedEx Priority Overnight,127.77
37 lbs,air,2,FedEx Priority Overnight,128.3
38 lbs,air,2,FedEx Priority Overnight,128.6
39 lbs,air,2,FedEx Priority Overnight,129.11
40 lbs,air,2,FedEx Priority Overnight,129.43
41 lbs,air,2,FedEx Priority Overnight,135.14
42 lbs,air,2,FedEx Priority Overnight,137.12
43 lbs,air,2,FedEx Priority Overnight,140.8
44 lbs,air,2,FedEx Priority Overnight,143.98
45 lbs,air,2,FedEx Priority Overnight,150.82
46 lbs,air,2,FedEx Priority Overnight,154.95
47 lbs,air,2,FedEx Priority Overnight,157.18
48 lbs,air,2,FedEx Priority Overnight,157.46
49 lbs,air,2,FedEx Priority Overnight,157.72
50 lbs,air,2,FedEx Priority Overnight,189.62
51 lbs,air,2,FedEx Priority Overnight,210.19
52 lbs,air,2,FedEx Priority Overnight,207.51
53 lbs,air,2,FedEx Priority Overnight,212.15
54 lbs,air,2,FedEx Priority Overnight,212.7
55 lbs,air,2,FedEx Priority Overnight,213.37
56 lbs,air,2,FedEx Priority Overnight,226.59
57 lbs,air,2,FedEx Priority Overnight,228.27
58 lbs,air,2,FedEx Priority Overnight,228.84
59 lbs,air,2,FedEx Priority Overnight,229.39
60 lbs,air,2,FedEx Priority Overnight,229.96
61 lbs,air,2,FedEx Priority Overnight,240.34
62 lbs,air,2,FedEx Priority Overnight,242.73
63 lbs,air,2,FedEx Priority Overnight,243.35
64 lbs,air,2,FedEx Priority Overnight,253.98
65 lbs,air,2,FedEx Priority Overnight,255.06
66 lbs,air,2,FedEx Priority Overnight,255.64
67 lbs,air,2,FedEx Priority Overnight,257.78
68 lbs,air,2,FedEx Priority Overnight,262.91
69 lbs,air,2,FedEx Priority Overnight,263.45
70 lbs,air,2,FedEx Priority Overnight,264.02
71 lbs,air,2,FedEx Priority Overnight,270.67
72 lbs,air,2,FedEx Priority Overnight,272.2
73 lbs,air,2,FedEx Priority Overnight,272.76
74 lbs,air,2,FedEx Priority Overnight,273.34
75 lbs,air,2,FedEx Priority Overnight,274.48
76 lbs,air,2,FedEx Priority Overnight,276.23
77 lbs,air,2,FedEx Priority Overnight,277.03
78 lbs,air,2,FedEx Priority Overnight,277.83
79 lbs,air,2,FedEx Priority Overnight,278.63
80 lbs,air,2,FedEx Priority Overnight,279.64
81 lbs,air,2,FedEx Priority Overnight,299.76
82 lbs,air,2,FedEx Priority Overnight,301.78
83 lbs,air,2,FedEx Priority Overnight,302.93
84 lbs,air,2,FedEx Priority Overnight,304.04
85 lbs,air,2,FedEx Priority Overnight,305.18
86 lbs,air,2,FedEx Priority Overnight,308.8
87 lbs,air,2,FedEx Priority Overnight,309.6
88 lbs,air,2,FedEx Priority Overnight,310.4
89 lbs,air,2,FedEx Priority Overnight,311.2
90 lbs,air,2,FedEx Priority Overnight,312.0
91 lbs,air,2,FedEx Priority Overnight,312.8
92 lbs,air,2,FedEx Priority Overnight,313.6
93 lbs,air,2,FedEx Priority Overnight,314.4
94 lbs,air,2,FedEx Priority Overnight,315.2
95 lbs,air,2,FedEx Priority Overnight,316.0
96 lbs,air,2,FedEx Priority Overnight,316.8
97 lbs,air,2,FedEx Priority Overnight,317.6
98 lbs,air,2,FedEx Priority Overnight,318.4
99 lbs,air,2,FedEx Priority Overnight,319.2
100 lbs,air,2,FedEx Priority Overnight,320.0
101 lbs,air,2,FedEx Priority Overnight,291.89
102 lbs,air,2,FedEx Priority Overnight,294.78
103 lbs,air,2,FedEx Priority Overnight,297.67
104 lbs,air,2,FedEx Priority Overnight,300.56
105 lbs,air,2,FedEx Priority Overnight,303.45
106 lbs,air,2,FedEx Priority Overnight,306.34
107 lbs,air,2,FedEx Priority Overnight,309.23
108 lbs,air,2,FedEx Priority Overnight,312.12
109 lbs,air,2,FedEx Priority Overnight,315.01
110 lbs,air,2,FedEx Priority Overnight,317.9
111 lbs,air,2,FedEx Priority Overnight,320.79
112 lbs,air,2,FedEx Priority Overnight,323.68
113 lbs,air,2,FedEx Priority Overnight,326.57
114 lbs,air,2,FedEx Priority Overnight,329.46
115 lbs,air,2,FedEx Priority Overnight,332.35
116 lbs,air,2,FedEx Priority Overnight,335.24
117 lbs,air,2,FedEx Priority Overnight,338.13
118 lbs,air,2,FedEx Priority Overnight,341.02
119 lbs,air,2,FedEx Priority Overnight,343.91
120 lbs,air,2,FedEx Priority Overnight,346.8
121 lbs,air,2,FedEx Priority Overnight,349.69
122 lbs,air,2,FedEx Priority Overnight,352.58
123 lbs,air,2,FedEx Priority Overnight,355.47
124 lbs,air,2,FedEx Priority Overnight,358.36
125 lbs,air,2,FedEx Priority Overnight,361.25
126 lbs,air,2,FedEx Priority Overnight,364.14
127 lbs,air,2,FedEx Priority Overnight,367.03
128 lbs,air,2,FedEx Priority Overnight,369.92
129 lbs,air,2,FedEx Priority Overnight,372.81
130 lbs,air,2,FedEx Priority Overnight,375.7
131 lbs,air,2,FedEx Priority Overnight,378.59
132 lbs,air,2,FedEx Priority Overnight,381.48
133 lbs,air,2,FedEx Priority Overnight,384.37
134 lbs,air,2,FedEx Priority Overnight,387.26
135 lbs,air,2,FedEx Priority Overnight,390.15
136 lbs,air,2,FedEx Priority Overnight,393.04
137 lbs,air,2,FedEx Priority Overnight,395.93
138 lbs,air,2,FedEx Priority Overnight,398.82
139 lbs,air,2,FedEx Priority Overnight,401.71
140 lbs,air,2,FedEx Priority Overnight,404.6
141 lbs,air,2,FedEx Priority Overnight,407.49
142 lbs,air,2,FedEx Priority Overnight,410.38
143 lbs,air,2,FedEx Priority Overnight,413.27
144 lbs,air,2,FedEx Priority Overnight,416.16
145 lbs,air,2,FedEx Priority Overnight,419.05
146 lbs,air,2,FedEx Priority Overnight,421.94
147 lbs,air,2,FedEx Priority Overnight,424.83
148 lbs,air,2,FedEx Priority Overnight,427.72
149 lbs,air,2,FedEx Priority Overnight,430.61
150 lbs,air,2,FedEx Priority Overnight,433.5
2 lbs,air,3,FedEx Priority Overnight,63.09
3 lbs,air,3,FedEx Priority Overnight,69.97
4 lbs,air,3,FedEx Priority Overnight,71.44
5 lbs,air,3,FedEx Priority Overnight,71.87
6 lbs,air,3,FedEx Priority Overnight,80.39
7 lbs,air,3,FedEx Priority Overnight,84.59
8 lbs,air,3,FedEx Priority Overnight,85.01
9 lbs,air,3,FedEx Priority Overnight,85.59
10 lbs,air,3,FedEx Priority Overnight,86.71
11 lbs,air,3,FedEx Priority Overnight,102.1
12 lbs,air,3,FedEx Priority Overnight,105.48
13 lbs,air,3,FedEx Priority Overnight,106.52
14 lbs,air,3,FedEx Priority Overnight,107.8
15 lbs,air,3,FedEx Priority Overnight,108.46
16 lbs,air,3,FedEx Priority Overnight,121.44
17 lbs,air,3,FedEx Priority Overnight,122.74
18 lbs,air,3,FedEx Priority Overnight,123.41
19 lbs,air,3,FedEx Priority Overnight,123.68
20 lbs,air,3,FedEx Priority Overnight,124.22
21 lbs,air,3,FedEx Priority Overnight,129.9
22 lbs,air,3,FedEx Priority Overnight,137.09
23 lbs,air,3,FedEx Priority Overnight,137.83
24 lbs,air,3,FedEx Priority Overnight,138.4
25 lbs,air,3,FedEx Priority Overnight,138.97
26 lbs,air,3,FedEx Priority Overnight,150.0
27 lbs,air,3,FedEx Priority Overnight,151.12
28 lbs,air,3,FedEx Priority Overnight,151.64
29 lbs,air,3,FedEx Priority Overnight,152.41
30 lbs,air,3,FedEx Priority Overnight,152.7
31 lbs,air,3,FedEx Priority Overnight,156.99
32 lbs,air,3,FedEx Priority Overnight,160.76
33 lbs,air,3,FedEx Priority Overnight,169.81
34 lbs,air,3,FedEx Priority Overnight,170.73
35 lbs,air,3,FedEx Priority Overnight,171.23
36 lbs,air,3,FedEx Priority Overnight,174.59
37 lbs,air,3,FedEx Priority Overnight,186.3
38 lbs,air,3,FedEx Priority Overnight,187.48
39 lbs,air,3,FedEx Priority Overnight,187.97
40 lbs,air,3,FedEx Priority Overnight,188.47
41 lbs,air,3,FedEx Priority Overnight,197.43
42 lbs,air,3,FedEx Priority Overnight,198.34
43 lbs,air,3,FedEx Priority Overnight,201.51
44 lbs,air,3,FedEx Priority Overnight,212.07
45 lbs,air,3,FedEx Priority Overnight,220.31
46 lbs,air,3,FedEx Priority Overnight,221.16
47 lbs,air,3,FedEx Priority Overnight,224.37
48 lbs,air,3,FedEx Priority Overnight,224.84
49 lbs,air,3,FedEx Priority Overnight,225.11
50 lbs,air,3,FedEx Priority Overnight,257.38
51 lbs,air,3,FedEx Priority Overnight,282.59
52 lbs,air,3,FedEx Priority Overnight,295.76
53 lbs,air,3,FedEx Priority Overnight,297.09
54 lbs,air,3,FedEx Priority Overnight,297.65
55 lbs,air,3,FedEx Priority Overnight,302.27
56 lbs,air,3,FedEx Priority Overnight,317.47
57 lbs,air,3,FedEx Priority Overnight,320.34
58 lbs,air,3,FedEx Priority Overnight,321.56
59 lbs,air,3,FedEx Priority Overnight,322.13
60 lbs,air,3,FedEx Priority Overnight,322.7
61 lbs,air,3,FedEx Priority Overnight,332.99
62 lbs,air,3,FedEx Priority Overnight,342.33
63 lbs,air,3,FedEx Priority Overnight,343.31
64 lbs,air,3,FedEx Priority Overnight,353.2
65 lbs,air,3,FedEx Priority Overnight,355.36
66 lbs,air,3,FedEx Priority Overnight,356.26
67 lbs,air,3,FedEx Priority Overnight,373.97
68 lbs,air,3,FedEx Priority Overnight,375.96
69 lbs,air,3,FedEx Priority Overnight,376.52
70 lbs,air,3,FedEx Priority Overnight,377.11
71 lbs,air,3,FedEx Priority Overnight,377.66
72 lbs,air,3,FedEx Priority Overnight,387.85
73 lbs,air,3,FedEx Priority Overnight,395.3
74 lbs,air,3,FedEx Priority Overnight,396.05
75 lbs,air,3,FedEx Priority Overnight,397.22
76 lbs,air,3,FedEx Priority Overnight,407.38
77 lbs,air,3,FedEx Priority Overnight,408.4
78 lbs,air,3,FedEx Priority Overnight,409.2
79 lbs,air,3,FedEx Priority Overnight,410.0
80 lbs,air,3,FedEx Priority Overnight,410.8
81 lbs,air,3,FedEx Priority Overnight,419.7
82 lbs,air,3,FedEx Priority Overnight,420.6
83 lbs,air,3,FedEx Priority Overnight,421.4
84 lbs,air,3,FedEx Priority Overnight,422.2
85 lbs,air,3,FedEx Priority Overnight,423.0
86 lbs,air,3,FedEx Priority Overnight,423.8
87 lbs,air,3,FedEx Priority Overnight,424.6
88 lbs,air,3,FedEx Priority Overnight,425.4
89 lbs,air,3,FedEx Priority Overnight,426.2
90 lbs,air,3,FedEx Priority Overnight,427.0
